ACARA SML ID,School Name,State,School Sector,School Type,Geolocation,ICSEA,ICSEA Percentile,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English - Yes (%),Language Background Other Than English - No (%),Language Background Other Than English - Not Stated (%)
43117,Coonamble High School,NSW,Government,Secondary,Remote,776,2,211,110,101,211,73,0,100,0
49472,Peterborough High School,SA,Government,Secondary,Outer Regional,867,5,73,35,38,73,18,0,100,0
40082,Smithton High School,TAS,Government,Secondary,Outer Regional,871,6,340,173,167,331.5,34,0,99,0
40848,Shepparton ACE Secondary College,VIC,Independent,Secondary,Inner Regional,921,13,86,47,39,86,12,0,100,0
45462,Rutherglen High School,VIC,Government,Secondary,Inner Regional,964,29,290,169,121,290,4,0,99,0
49464,Millicent High School,SA,Government,Secondary,Outer Regional,963,29,417,215,202,416.4,5,0,100,0
51521,Alta-1 College,QLD,Independent,Secondary,Major Cities,968,31,73,47,26,73,10,0,100,0
40601,Western Australian College Of Agriculture - Cunderdin,WA,Government,Secondary,Outer Regional,1004,48,134,39,95,134,10,0,66,34
50328,Launceston Big Picture School,TAS,Government,Secondary,Inner Regional,1004,48,90,51,39,86.8,10,0,99,1
42693,Yanco Agricultural High School,NSW,Government,Secondary,Outer Regional,1004,49,237,116,121,237,9,0,100,0
43544,McAuley Catholic College,NSW,Catholic,Secondary,Inner Regional,1018,55,511,245,266,511,6,0,100,0
52792,Australian Industry Trade College - Toowoomba,QLD,Independent,Secondary,Inner Regional,1017,55,92,19,73,92,5,0,100,0
45745,Mercy Regional College,VIC,Catholic,Secondary,Inner Regional,1028,60,417,226,191,417,1,0,100,0
46023,Galen Catholic College,VIC,Catholic,Secondary,Inner Regional,1030,61,1141,596,545,1140.1,2,0,100,0
52497,Maleny Independent School,QLD,Independent,Secondary,Inner Regional,1032,61,20,8,12,20,5,0,100,0
45647,Assumption College,VIC,Catholic,Secondary,Inner Regional,1040,65,1236,580,656,1236,1,0,100,0
49857,Endeavour College,SA,Independent,Secondary,Major Cities,1073,78,722,323,399,722,0,0,99,1
40701,Hubbard's School,QLD,Independent,Secondary,Major Cities,1106,87,64,33,31,50.9,3,0,100,0
43674,St Vincent's College,NSW,Independent,Secondary,Major Cities,1139,94,707,707,0,707,3,0,99,1
43105,Wellington High School,NSW,Government,Secondary,Outer Regional,809,3,273,127,146,273,58,1,99,0
50321,JRLF - Senior School,TAS,Government,Secondary,Inner Regional,810,3,332,168,164,328.6,30,1,98,1
42522,Wee Waa High School,NSW,Government,Secondary,Outer Regional,850,4,142,78,64,142,39,1,99,0
40059,Bayview Secondary College,TAS,Government,Secondary,Inner Regional,863,5,304,138,166,293.8,20,1,95,4
49625,Stuart High School,SA,Government,Secondary,Outer Regional,871,6,177,98,79,177,34,1,99,0
40063,New Norfolk High School,TAS,Government,Secondary,Inner Regional,889,7,343,164,179,340.3,16,1,98,1
42520,Quirindi High School,NSW,Government,Secondary,Outer Regional,892,8,386,175,211,385.9,31,1,99,0
45398,Heywood District Secondary College,VIC,Government,Secondary,Outer Regional,897,9,96,51,45,95,18,1,99,0
42528,Warialda High School,NSW,Government,Secondary,Outer Regional,909,11,158,76,82,156.4,19,1,99,0
40049,Scottsdale High School,TAS,Government,Secondary,Outer Regional,921,14,305,148,157,293.9,10,1,96,3
40632,Claremont College,TAS,Government,Secondary,Inner Regional,922,14,452,202,250,427.2,16,1,96,4
47539,Lowood State High School,QLD,Government,Secondary,Inner Regional,927,15,742,369,373,742,11,1,99,0
47559,Capella State High School,QLD,Government,Secondary,Remote,936,18,114,58,56,113.8,9,1,98,1
45374,Croydon Community School,VIC,Government,Secondary,Major Cities,940,19,146,51,95,145.4,6,1,99,0
45446,Orbost Secondary College,VIC,Government,Secondary,Outer Regional,941,20,238,106,132,237.1,10,1,96,3
45367,Casterton Secondary College,VIC,Government,Secondary,Outer Regional,943,21,117,56,61,116.1,4,1,99,0
45376,Dimboola Memorial Secondary College,VIC,Government,Secondary,Outer Regional,944,21,149,76,73,148.9,13,1,98,1
40183,Latrobe High School,TAS,Government,Secondary,Inner Regional,945,22,535,256,279,532.7,10,1,96,3
42392,Gloucester High School,NSW,Government,Secondary,Inner Regional,946,22,360,197,163,359.4,11,1,99,0
45493,Yarram Secondary College,VIC,Government,Secondary,Inner Regional,950,23,325,146,179,324.1,4,1,79,20
49519,Penola High School,SA,Government,Secondary,Outer Regional,951,24,90,45,45,89.8,6,1,99,0
42922,Crookwell High School,NSW,Government,Secondary,Inner Regional,956,26,231,124,107,231,9,1,99,0
45477,Upper Yarra Secondary College,VIC,Government,Secondary,Inner Regional,961,28,554,256,298,553.3,2,1,99,0
45485,Warracknabeal Secondary College,VIC,Government,Secondary,Outer Regional,964,29,170,83,87,169.1,6,1,95,4
45467,St Arnaud Secondary College,VIC,Government,Secondary,Outer Regional,968,31,132,68,64,131.2,5,1,99,0
45408,Korumburra Secondary College,VIC,Government,Secondary,Inner Regional,973,33,340,168,172,338.2,3,1,99,0
49518,Grant High School,SA,Government,Secondary,Inner Regional,978,35,861,442,419,850.4,6,1,99,0
45472,Tallangatta Secondary College,VIC,Government,Secondary,Outer Regional,987,40,351,169,182,349.8,5,1,99,0
40792,Newman Senior Technical College,NSW,Catholic,Secondary,Inner Regional,990,41,381,156,225,381,12,1,99,0
45520,Leongatha Secondary College,VIC,Government,Secondary,Inner Regional,993,43,622,321,301,620.5,1,1,96,3
43691,Red Bend Catholic College,NSW,Independent,Secondary,Outer Regional,994,44,766,411,355,766,14,1,55,44
49471,Nuriootpa High School,SA,Government,Secondary,Inner Regional,999,46,1082,522,560,1076.3,3,1,99,0
45732,St Joseph's College,VIC,Catholic,Secondary,Inner Regional,1001,47,933,494,439,932.2,5,1,99,0
43154,Hennessy Catholic College,NSW,Catholic,Secondary,Inner Regional,1007,49,477,239,238,477,4,1,99,0
40600,Western Australian College Of Agriculture - Denmark,WA,Government,Secondary,Outer Regional,1012,52,136,59,77,136,2,1,7,91
43151,Carroll College,NSW,Catholic,Secondary,Inner Regional,1011,52,478,243,235,478,9,1,99,0
43540,St Joseph's Regional College,NSW,Catholic,Secondary,Inner Regional,1014,53,1000,503,497,1000,9,1,99,0
40693,Western Australian College Of Agriculture - Harvey,WA,Government,Secondary,Inner Regional,1016,54,168,62,106,168,2,1,0,99
43152,Trinity Catholic College Goulburn,NSW,Catholic,Secondary,Inner Regional,1018,55,488,239,249,488,5,1,99,0
52441,McAuley College,QLD,Catholic,Secondary,Inner Regional,1020,56,198,101,97,198,5,1,99,0
47753,St John's College,QLD,Catholic,Secondary,Major Cities,1063,74,846,424,422,846,2,1,99,0
43542,St John's College,NSW,Catholic,Secondary,Inner Regional,1065,75,755,373,382,754.5,5,1,99,0
45721,Saint Ignatius College Geelong,VIC,Catholic,Secondary,Inner Regional,1064,75,1321,672,649,1321,0,1,99,0
43539,Xavier Catholic College Ballina,NSW,Catholic,Secondary,Inner Regional,1079,80,900,476,424,900,3,1,99,0
49798,Cornerstone College,SA,Independent,Secondary,Inner Regional,1086,82,850,435,415,850,1,1,99,1
43112,Bourke High School,NSW,Government,Secondary,Remote,725,1,149,67,82,148.4,89,2,98,0
48871,Edmund Rice College,WA,Catholic,Secondary,Outer Regional,701,1,133,62,71,133,77,2,98,0
47522,St George State High School,QLD,Government,Secondary,Remote,876,6,223,104,119,223,51,2,98,0
42378,Casino High School,NSW,Government,Secondary,Inner Regional,883,7,605,307,298,604.2,25,2,98,0
43104,Forbes High School,NSW,Government,Secondary,Outer Regional,880,7,333,159,174,333,31,2,98,0
40050,Parklands High School,TAS,Government,Secondary,Outer Regional,897,9,404,202,202,393.3,20,2,93,5
47530,Rosewood State High School,QLD,Government,Secondary,Inner Regional,898,9,595,284,311,595,16,2,98,0
40058,Huonville High School,TAS,Government,Secondary,Outer Regional,908,10,393,179,214,383.3,21,2,96,2
40052,Ulverstone Secondary College,TAS,Government,Secondary,Outer Regional,911,11,616,293,323,611.2,19,2,98,0
40053,Wynyard High School,TAS,Government,Secondary,Outer Regional,912,11,261,125,136,257.6,16,2,97,0
42708,Gundagai High School,NSW,Government,Secondary,Inner Regional,917,12,185,86,99,183.4,12,2,98,0
45505,Lakes Entrance Secondary College,VIC,Government,Secondary,Outer Regional,913,12,280,136,144,278.4,17,2,97,1
47517,Moura State High School,QLD,Government,Secondary,Outer Regional,923,14,197,81,116,196.2,13,2,98,0
40051,Reece High School,TAS,Government,Secondary,Inner Regional,928,15,475,217,258,474.8,17,2,96,2
47536,Nanango State High School,QLD,Government,Secondary,Inner Regional,927,15,543,277,266,543,15,2,98,0
48126,Collie Senior High School,WA,Government,Secondary,Inner Regional,929,15,524,241,283,524,12,2,81,17
45444,Numurkah Secondary College,VIC,Government,Secondary,Inner Regional,933,17,262,121,141,260.8,9,2,98,0
45593,Colac Secondary College,VIC,Government,Secondary,Inner Regional,936,18,462,230,232,460.6,2,2,96,2
47542,Laidley State High School,QLD,Government,Secondary,Inner Regional,938,19,803,409,394,802.3,13,2,98,0
42516,Glen Innes High School,NSW,Government,Secondary,Outer Regional,941,20,476,242,234,470.6,15,2,98,0
47512,Gin Gin State High School,QLD,Government,Secondary,Outer Regional,942,20,462,224,238,462,8,2,98,0
45523,Ararat Secondary College,VIC,Government,Secondary,Inner Regional,945,21,295,128,167,295,4,2,94,4
47412,Gympie State High School,QLD,Government,Secondary,Inner Regional,947,22,922,432,490,921.2,9,2,98,0
47421,Maryborough State High School,QLD,Government,Secondary,Inner Regional,946,22,1024,468,556,991.2,11,2,98,0
42379,Macksville High School,NSW,Government,Secondary,Outer Regional,950,23,499,254,245,498.6,15,2,98,0
45534,Portland Secondary College,VIC,Government,Secondary,Outer Regional,950,23,660,317,343,657.3,7,2,97,1
50256,Hellyer College,TAS,Government,Secondary,Outer Regional,949,23,692,364,328,655.2,13,2,96,2
42119,Dungog High School,NSW,Government,Secondary,Inner Regional,954,25,605,320,285,604.2,12,2,98,0
45418,Maffra Secondary College,VIC,Government,Secondary,Inner Regional,955,25,545,280,265,543.6,3,2,97,1
45552,Baimbridge College,VIC,Government,Secondary,Inner Regional,956,26,418,204,214,417.4,6,2,94,3
45397,Healesville High School,VIC,Government,Secondary,Inner Regional,959,27,342,178,164,341.4,7,2,98,0
42388,Great Lakes College Tuncurry Campus,NSW,Government,Secondary,Inner Regional,962,28,499,214,285,499,10,2,98,0
47562,Clermont State High School,QLD,Government,Secondary,Remote,961,28,183,85,98,182.6,6,2,98,0
52801,Calliope State High School,QLD,Government,Secondary,Inner Regional,962,28,174,82,92,174,11,2,98,0
40789,Tec-NQ,QLD,Independent,Secondary,Outer Regional,963,29,322,25,297,321.1,15,2,98,0
45353,Beaufort Secondary College,VIC,Government,Secondary,Inner Regional,963,29,201,105,96,199.8,6,2,98,0
49481,Victor Harbor High School,SA,Government,Secondary,Inner Regional,967,30,727,340,387,726.8,8,2,98,0
42702,Corowa High School,NSW,Government,Secondary,Inner Regional,970,32,340,182,158,339.8,3,2,98,0
49508,Willunga High School,SA,Government,Secondary,Major Cities,979,36,988,489,499,984.2,5,2,98,0
47864,Gilroy Santa Maria College,QLD,Catholic,Secondary,Outer Regional,980,37,320,170,150,320,13,2,98,0
49463,Kapunda High School,SA,Government,Secondary,Inner Regional,979,37,477,227,250,474,3,2,98,0
47490,Boonah State High School,QLD,Government,Secondary,Inner Regional,982,38,668,307,361,667.6,6,2,98,0
43546,St Mary's Catholic College,NSW,Catholic,Secondary,Inner Regional,985,39,451,220,231,451,5,2,98,0
45461,Rosebud Secondary College,VIC,Government,Secondary,Major Cities,985,39,855,434,421,855,4,2,98,0
43651,St Mary's College,NSW,Catholic,Secondary,Outer Regional,987,40,370,222,148,370,14,2,96,2
40790,Hunter Trade College,NSW,Independent,Secondary,Major Cities,990,41,237,16,221,236.7,6,2,98,0
43543,St Paul's College,NSW,Catholic,Secondary,Inner Regional,989,41,564,286,278,564,10,2,98,0
43577,La Salle Academy,NSW,Catholic,Secondary,Inner Regional,990,42,229,109,120,229,8,2,97,1
45426,Mirboo North Secondary College,VIC,Government,Secondary,Inner Regional,994,43,367,180,187,367,4,2,98,1
50687,St Brigid's Catholic College,NSW,Catholic,Secondary,Major Cities,993,43,421,225,196,421,9,2,96,1
45793,St Brigid's College,VIC,Catholic,Secondary,Outer Regional,996,44,265,132,133,264.4,3,2,98,0
45412,Kyneton High School,VIC,Government,Secondary,Inner Regional,996,45,500,235,265,499.4,1,2,97,0
45737,Catholic College Sale,VIC,Catholic,Secondary,Inner Regional,996,45,835,411,424,834,1,2,98,0
49457,Clare High School,SA,Government,Secondary,Inner Regional,999,46,531,253,278,530.5,4,2,98,0
40599,Western Australian College Of Agriculture - Narrogin,WA,Government,Secondary,Outer Regional,1003,48,125,38,87,125,2,2,83,15
45393,Gisborne Secondary College,VIC,Government,Secondary,Inner Regional,1008,50,1214,628,586,1212.8,2,2,98,0
45875,Marist-Sion College,VIC,Catholic,Secondary,Inner Regional,1008,50,919,490,429,919,1,2,98,0
46142,Highview College,VIC,Independent,Secondary,Inner Regional,1007,50,413,217,196,412.6,1,2,98,0
42515,Farrer Memorial Agricultural High School,NSW,Government,Secondary,Inner Regional,1009,51,613,0,613,613,12,2,98,0
45700,Marian College,VIC,Catholic,Secondary,Inner Regional,1009,51,456,264,192,455.6,3,2,98,0
45893,Monivae College,VIC,Catholic,Secondary,Inner Regional,1021,56,529,276,253,529,4,2,98,0
52822,Australian Industry Trade College - Ipswich,QLD,Independent,Secondary,Major Cities,1020,56,94,19,75,94,5,2,98,0
43653,O'Connor Catholic College,NSW,Catholic,Secondary,Inner Regional,1026,59,542,284,258,542,9,2,97,1
43811,St Paul's College,NSW,Independent,Secondary,Inner Regional,1026,59,252,128,124,252,7,2,52,47
47893,St Patrick's College,QLD,Catholic,Secondary,Inner Regional,1034,63,469,256,213,469,6,2,98,0
45706,Mount Lilydale Mercy College,VIC,Catholic,Secondary,Major Cities,1036,64,1475,772,703,1475,1,2,98,0
43654,Trinity Catholic College Lismore,NSW,Independent,Secondary,Inner Regional,1050,70,982,551,431,981,3,2,96,1
45679,Damascus College,VIC,Catholic,Secondary,Inner Regional,1051,70,1117,639,478,1117,1,2,98,0
43541,Mount St Patrick College,NSW,Catholic,Secondary,Major Cities,1066,75,804,422,382,804,4,2,98,0
47667,St Teresa's Catholic College,QLD,Catholic,Secondary,Major Cities,1068,76,808,431,377,808,1,2,98,0
47651,Siena Catholic College,QLD,Catholic,Secondary,Major Cities,1080,80,925,490,435,925,2,2,98,0
48917,Sacred Heart College,WA,Catholic,Secondary,Major Cities,1113,89,1425,721,704,1425,1,2,98,0
43108,Condobolin High School,NSW,Government,Secondary,Outer Regional,817,3,192,100,92,191.4,54,3,97,0
43124,Dubbo College Delroy Campus,NSW,Government,Secondary,Inner Regional,830,3,567,307,260,567,49,3,97,0
42395,Chatham High School,NSW,Government,Secondary,Inner Regional,840,4,521,262,259,520.8,38,3,97,0
42089,Cessnock High School,NSW,Government,Secondary,Inner Regional,865,5,602,285,317,600.6,24,3,97,0
49475,John Pirie Secondary School,SA,Government,Secondary,Outer Regional,879,6,650,307,343,650,20,3,97,0
42394,South Grafton High School,NSW,Government,Secondary,Inner Regional,894,8,651,298,353,650.1,24,3,97,0
40839,Montrose Bay High School,TAS,Government,Secondary,Inner Regional,898,9,619,336,283,619,18,3,96,0
42095,Kurri Kurri High School,NSW,Government,Secondary,Major Cities,904,10,838,404,434,821.8,19,3,97,0
42380,Wauchope High School,NSW,Government,Secondary,Inner Regional,905,10,504,260,244,504,18,3,97,0
42519,Narrabri High School,NSW,Government,Secondary,Outer Regional,906,10,505,261,244,503.6,27,3,97,0
43113,Cobar High School,NSW,Government,Secondary,Remote,920,13,200,100,100,197.2,26,3,97,0
49567,Christies Beach High School and Southern Vocational College,SA,Government,Secondary,Major Cities,918,13,745,362,383,732.9,17,3,97,0
42132,Mount View High School,NSW,Government,Secondary,Inner Regional,923,14,992,510,482,988.4,17,3,97,0
42926,Bombala High School,NSW,Government,Secondary,Outer Regional,925,14,147,77,70,145.8,11,3,97,0
47416,Rockhampton State High School,QLD,Government,Secondary,Inner Regional,923,14,1160,569,591,1160,22,3,97,0
42699,Cootamundra High School,NSW,Government,Secondary,Inner Regional,927,15,298,134,164,297.6,16,3,97,0
40061,Deloraine High School,TAS,Government,Secondary,Outer Regional,936,18,270,117,153,264.3,14,3,97,0
42697,Temora High School,NSW,Government,Secondary,Outer Regional,940,19,354,169,185,353,8,3,97,0
45327,Cobden Technical School,VIC,Government,Secondary,Inner Regional,938,19,117,50,67,117,8,3,88,9
47418,Warwick State High School,QLD,Government,Secondary,Inner Regional,943,21,810,392,418,810,15,3,97,0
47478,Hervey Bay State High School,QLD,Government,Secondary,Inner Regional,943,21,1240,626,614,1240,13,3,97,0
42700,Deniliquin High School,NSW,Government,Secondary,Inner Regional,948,22,512,258,254,512,11,3,97,0
43106,The Henry Lawson High School,NSW,Government,Secondary,Outer Regional,947,22,200,92,108,199.4,9,3,97,0
45489,Bairnsdale Secondary College,VIC,Government,Secondary,Outer Regional,945,22,1116,593,523,1113,11,3,85,12
47420,Bundaberg North State High School,QLD,Government,Secondary,Inner Regional,946,22,750,365,385,749.2,12,3,97,0
42386,Camden Haven High School,NSW,Government,Secondary,Inner Regional,950,23,1017,497,520,1014.6,14,3,97,0
47474,Burnett State College,QLD,Government,Secondary,Outer Regional,949,23,237,127,110,237,18,3,97,0
40434,Echuca College,VIC,Government,Secondary,Inner Regional,953,24,776,356,420,775.2,11,3,97,0
43123,Canowindra High School,NSW,Government,Secondary,Inner Regional,951,24,264,119,145,263.1,13,3,97,0
45385,Euroa Secondary College,VIC,Government,Secondary,Inner Regional,951,24,316,150,166,314.8,2,3,96,1
47496,Clifton State High School,QLD,Government,Secondary,Inner Regional,952,24,239,104,135,239,15,3,97,0
50255,Don College,TAS,Government,Secondary,Inner Regional,951,24,767,423,344,741.1,13,3,95,2
40070,Burnie High School,TAS,Government,Secondary,Outer Regional,954,25,611,324,287,599.8,12,3,97,0
40074,Exeter High School,TAS,Government,Secondary,Outer Regional,955,25,308,148,160,308,8,3,94,3
45403,Kerang Technical High School,VIC,Government,Secondary,Outer Regional,959,27,235,119,116,233.4,7,3,97,0
43114,Blayney High School,NSW,Government,Secondary,Inner Regional,962,28,334,162,172,333.2,6,3,97,0
47500,Mirani State High School,QLD,Government,Secondary,Outer Regional,965,29,876,414,462,876,8,3,97,0
42713,Billabong High School,NSW,Government,Secondary,Inner Regional,966,30,375,183,192,374.2,6,3,97,0
45460,Rochester Secondary College,VIC,Government,Secondary,Inner Regional,967,30,297,145,152,296.2,3,3,97,0
47497,Longreach State High School,QLD,Government,Secondary,Very Remote,965,30,224,111,113,194.4,18,3,97,0
49478,Riverton and District High School,SA,Government,Secondary,Inner Regional,967,31,136,69,67,134.9,5,3,97,0
47518,James Nash State High School,QLD,Government,Secondary,Inner Regional,970,32,1258,608,650,1257.4,8,3,97,0
45605,Somerville Secondary College,VIC,Government,Secondary,Major Cities,975,34,239,106,133,237,1,3,95,3
45380,Drouin Secondary College,VIC,Government,Secondary,Inner Regional,980,37,1161,553,608,1149,2,3,97,0
45439,Neerim District Secondary College,VIC,Government,Secondary,Inner Regional,982,38,201,103,98,200.5,2,3,94,3
48121,Bridgetown High School,WA,Government,Secondary,Inner Regional,993,43,200,94,106,200,5,3,36,62
45456,Bellarine Secondary College,VIC,Government,Secondary,Inner Regional,999,46,1280,581,699,1244.2,3,3,96,0
49455,Birdwood High School,SA,Government,Secondary,Inner Regional,1003,48,423,220,203,421.6,1,3,97,0
45415,Lilydale High School,VIC,Government,Secondary,Major Cities,1004,49,1545,808,737,1541.7,2,3,97,0
45330,Dromana Secondary College,VIC,Government,Secondary,Major Cities,1007,50,1780,862,918,1779.6,2,3,97,0
47894,Assumption College,QLD,Catholic,Secondary,Inner Regional,1009,51,440,238,202,440,5,3,97,0
51493,Highfields State Secondary College,QLD,Government,Secondary,Inner Regional,1012,52,973,492,481,972.2,6,3,97,0
48255,Comet Bay College,WA,Government,Secondary,Major Cities,1014,53,1772,815,957,1772,2,3,96,0
45933,Nagle College,VIC,Catholic,Secondary,Outer Regional,1016,54,823,419,404,823,3,3,97,0
45717,Sacred Heart College,VIC,Catholic,Secondary,Inner Regional,1017,55,259,134,125,259,0,3,97,0
40232,MacKillop Catholic College,TAS,Catholic,Secondary,Inner Regional,1027,59,573,265,308,573,5,3,97,0
46081,Mary MacKillop Catholic Regional College,VIC,Catholic,Secondary,Inner Regional,1028,60,609,348,261,608.4,1,3,97,0
47891,St Mary's College,QLD,Catholic,Secondary,Inner Regional,1032,62,347,165,182,347,4,3,97,0
49688,Cardijn College,SA,Catholic,Secondary,Major Cities,1035,63,1296,575,721,1292,2,3,97,0
45354,Beechworth Secondary College,VIC,Government,Secondary,Inner Regional,1036,64,236,106,130,235.2,2,3,94,3
45634,St Patrick's College,VIC,Catholic,Secondary,Inner Regional,1047,68,1305,0,1305,1305,4,3,97,0
45827,Salesian College,VIC,Catholic,Secondary,Major Cities,1052,70,1332,626,706,1332,0,3,97,0
43547,St Joseph's College,NSW,Catholic,Secondary,Major Cities,1052,71,768,395,373,768,5,3,97,0
47924,Carmel College,QLD,Catholic,Secondary,Major Cities,1053,71,1230,680,550,1230,3,3,97,0
49960,St Mary MacKillop College,ACT,Catholic,Secondary,Major Cities,1059,73,1844,903,941,1844,4,3,97,0
43665,St Edward's Christian Brothers' College,NSW,Independent,Secondary,Major Cities,1072,77,1056,0,1056,1056,3,3,97,0
40842,Music Industry College,QLD,Independent,Secondary,Major Cities,1078,79,91,43,48,90.2,0,3,92,4
43915,Frensham School,NSW,Independent,Secondary,Inner Regional,1154,96,355,355,0,355,1,3,97,0
42521,Gunnedah High School,NSW,Government,Secondary,Outer Regional,833,3,432,200,232,431.8,44,4,96,0
47415,Mount Morgan State High School,QLD,Government,Secondary,Inner Regional,870,5,174,89,85,174,30,4,96,0
40437,Moree Secondary College Albert St Campus,NSW,Government,Secondary,Outer Regional,872,6,186,100,86,183.4,38,4,96,0
42934,Shoalhaven High School,NSW,Government,Secondary,Inner Regional,873,6,581,272,309,581,28,4,96,0
42093,Muswellbrook High School,NSW,Government,Secondary,Inner Regional,902,9,886,424,462,883.6,22,4,96,0
42517,Inverell High School,NSW,Government,Secondary,Outer Regional,903,10,511,246,265,510.6,24,4,96,0
42935,Batemans Bay High School,NSW,Government,Secondary,Inner Regional,912,11,752,386,366,751.4,20,4,96,0
42110,Scone High School,NSW,Government,Secondary,Inner Regional,917,12,344,184,160,343.2,14,4,96,0
43125,Gulgong High School,NSW,Government,Secondary,Outer Regional,916,12,302,149,153,301.8,20,4,96,0
42398,"The Rivers Secondary College, Kadina High Campus",NSW,Government,Secondary,Inner Regional,925,14,403,206,197,402.8,27,4,96,0
42377,Taree High School,NSW,Government,Secondary,Inner Regional,929,16,833,424,409,831,20,4,96,0
42129,Irrawang High School,NSW,Government,Secondary,Major Cities,932,17,1008,499,509,1007.8,17,4,96,0
43107,Kandos High School,NSW,Government,Secondary,Inner Regional,933,17,191,100,91,190.6,13,4,96,0
45438,Nathalia Secondary College,VIC,Government,Secondary,Inner Regional,933,17,115,62,53,115,11,4,95,1
45565,Mount Rowan Secondary College,VIC,Government,Secondary,Inner Regional,936,18,412,228,184,411.2,6,4,96,0
47419,Aldridge State High School,QLD,Government,Secondary,Inner Regional,937,18,849,435,414,845,12,4,96,0
42381,Kyogle High School,NSW,Government,Secondary,Inner Regional,940,19,293,144,149,293,10,4,96,0
45440,Newcomb Secondary College,VIC,Government,Secondary,Major Cities,940,19,480,219,261,480,6,4,94,1
42373,Grafton High School,NSW,Government,Secondary,Inner Regional,944,21,823,402,421,822.7,17,4,96,0
42704,Tumut High School,NSW,Government,Secondary,Inner Regional,944,21,534,275,259,533.2,14,4,96,0
47468,Beaudesert State High School,QLD,Government,Secondary,Inner Regional,945,21,1368,693,675,1368,11,4,96,0
40098,Devonport High School,TAS,Government,Secondary,Inner Regional,946,22,454,226,228,454,9,4,95,1
42400,Great Lakes College Forster Campus,NSW,Government,Secondary,Inner Regional,948,22,613,305,308,613,14,4,96,0
42931,Narooma High School,NSW,Government,Secondary,Outer Regional,947,22,487,217,270,487,15,4,96,0
40707,Dubbo College Senior Campus,NSW,Government,Secondary,Inner Regional,950,23,559,296,263,557,29,4,96,0
42389,Maclean High School,NSW,Government,Secondary,Inner Regional,952,24,793,408,385,793,14,4,96,0
42927,Eden Marine High School,NSW,Government,Secondary,Outer Regional,951,24,584,259,325,579.6,13,4,96,0
42523,Tenterfield High School,NSW,Government,Secondary,Outer Regional,954,25,243,144,99,242.2,9,4,96,0
47495,Urangan State High School,QLD,Government,Secondary,Inner Regional,955,25,1694,817,877,1694,13,4,96,0
52464,Ohana College,QLD,Independent,Secondary,Major Cities,954,25,84,31,53,84,2,4,96,0
40588,Traralgon College,VIC,Government,Secondary,Inner Regional,958,27,1036,511,525,1034.4,3,4,96,0
40080,Prospect High School,TAS,Government,Secondary,Inner Regional,961,28,455,224,231,453.4,5,4,96,0
47557,Toogoolawah State High School,QLD,Government,Secondary,Inner Regional,961,28,259,123,136,259,6,4,96,0
52702,Woodmans Hill Secondary College,VIC,Government,Secondary,Inner Regional,967,30,417,193,224,416,5,4,96,0
45363,Broadford Secondary College,VIC,Government,Secondary,Inner Regional,968,31,726,340,386,724.2,4,4,94,1
45407,Koo Wee Rup Secondary College,VIC,Government,Secondary,Inner Regional,970,32,1078,589,489,1076,2,4,95,1
49383,Seaford Secondary College,SA,Government,Secondary,Major Cities,972,33,821,400,421,821,7,4,96,0
40096,Rose Bay High School,TAS,Government,Secondary,Inner Regional,974,34,659,321,338,655.7,10,4,95,1
45563,Warragul Regional College,VIC,Government,Secondary,Inner Regional,975,34,750,372,378,748.4,3,4,96,0
47494,Beerwah State High School,QLD,Government,Secondary,Inner Regional,975,34,897,464,433,897,7,4,96,0
45349,Alexandra Secondary College,VIC,Government,Secondary,Inner Regional,976,35,308,147,161,306.3,4,4,95,1
45549,Warrnambool College,VIC,Government,Secondary,Inner Regional,981,37,1234,611,623,1228.3,6,4,96,1
47475,Proserpine State High School,QLD,Government,Secondary,Outer Regional,980,37,1143,541,602,1141.4,7,4,96,0
42915,Yass High School,NSW,Government,Secondary,Inner Regional,986,40,530,273,257,530,12,4,96,0
45378,Donald High School,VIC,Government,Secondary,Outer Regional,989,41,137,61,76,136.4,1,4,74,22
45345,Brauer Secondary College,VIC,Government,Secondary,Inner Regional,992,43,810,384,426,808.9,3,4,84,12
45474,Trafalgar High School,VIC,Government,Secondary,Inner Regional,997,45,757,387,370,757,2,4,96,1
47876,Seton College,QLD,Catholic,Secondary,Major Cities,998,45,248,84,164,248,4,4,96,0
49466,Mount Barker High School,SA,Government,Secondary,Inner Regional,997,45,704,323,381,683.4,4,4,96,0
45506,Elisabeth Murdoch College,VIC,Government,Secondary,Major Cities,1001,47,1791,904,887,1786.8,2,4,83,13
45389,Foster Secondary College,VIC,Government,Secondary,Inner Regional,1009,50,272,129,143,271.4,3,4,95,1
47499,Caloundra State High School,QLD,Government,Secondary,Major Cities,1007,50,1391,604,787,1238.2,6,4,96,0
40250,St Brendan-Shaw College,TAS,Catholic,Secondary,Inner Regional,1012,52,591,312,279,589.7,11,4,96,0
47906,St Ursula's College,QLD,Catholic,Secondary,Inner Regional,1012,52,471,471,0,471,10,4,94,2
45497,Emerald Secondary College,VIC,Government,Secondary,Major Cities,1018,55,710,347,363,709.1,2,4,95,2
45521,Diamond Valley College,VIC,Government,Secondary,Major Cities,1018,55,646,343,303,643.7,2,4,91,4
46008,Marian College,VIC,Catholic,Secondary,Inner Regional,1024,58,189,102,87,189,2,4,96,0
